type;price;bedroomCount;sqmeter2;district
HOUSE;299000;3;137.0;Antwerp
APARTMENT;226000;1;60.0;Antwerp
APARTMENT;145000;1;50.0;Antwerp
APARTMENT;325000;2;95.0;Antwerp
APARTMENT;125000;1;;Antwerp
APARTMENT;135000;2;;Antwerp
APARTMENT;155000;2;;Antwerp
APARTMENT;215000;2;;Antwerp
APARTMENT;219000;2;;Antwerp
APARTMENT;269000;2;;Antwerp
HOUSE;595000;3;;Antwerp
APARTMENT;235000;1;65.0;Antwerp
APARTMENT;275000;2;72.0;Antwerp
HOUSE;215000;3;121.0;Antwerp
HOUSE;312000;3;170.0;Antwerp
HOUSE;545000;4;348.0;Antwerp
HOUSE;220000;2;142.0;Antwerp
HOUSE;259000;3;154.0;Antwerp
HOUSE;289000;3;103.0;Antwerp
HOUSE;299000;3;306.0;Antwerp
HOUSE;299900;4;150.0;Antwerp
HOUSE;299900;2;130.0;Antwerp
HOUSE;349999;2;116.0;Antwerp
HOUSE;350000;3;200.0;Antwerp
HOUSE;375000;4;159.0;Antwerp
HOUSE;410000;4;70.0;Antwerp
HOUSE;459000;3;190.0;Antwerp
HOUSE;475000;2;158.0;Antwerp
HOUSE;519000;3;195.0;Antwerp
HOUSE;529000;4;235.0;Antwerp
HOUSE;697000;5;332.0;Antwerp
HOUSE;830000;4;293.0;Antwerp
HOUSE;1595000;6;440.0;Antwerp
HOUSE;1650000;7;575.0;Antwerp
HOUSE;449000;4;200.0;Antwerp
HOUSE;500000;4;197.0;Antwerp
APARTMENT;165000;2;71.0;Antwerp
APARTMENT;399000;3;111.0;Antwerp
APARTMENT;349000;3;124.0;Antwerp
HOUSE;375000;3;128.0;Antwerp
HOUSE;595000;4;185.0;Antwerp
HOUSE;180000;2;82.0;Antwerp
HOUSE;475000;4;221.0;Antwerp
APARTMENT;126750;1;32.0;Antwerp
APARTMENT;165000;1;61.0;Antwerp
APARTMENT;169000;0;34.0;Antwerp
APARTMENT;179000;1;56.0;Antwerp
APARTMENT;195000;2;85.0;Antwerp
APARTMENT;235000;1;58.0;Antwerp
APARTMENT;239000;2;119.0;Antwerp
APARTMENT;325000;3;134.0;Antwerp
HOUSE;449000;3;163.0;Antwerp
APARTMENT;735000;3;278.0;Antwerp
APARTMENT;895000;2;138.0;Antwerp
APARTMENT;345000;3;135.0;Antwerp
APARTMENT;319000;2;83.0;Antwerp
HOUSE;375000;4;175.0;Antwerp
HOUSE;559000;4;262.0;Antwerp
HOUSE;599000;4;179.0;Antwerp
APARTMENT;131500;1;;Antwerp
HOUSE;225000;4;220.0;Antwerp
HOUSE;289000;2;108.0;Antwerp
HOUSE;389900;3;120.0;Antwerp
HOUSE;399000;4;285.0;Antwerp
HOUSE;410000;4;193.0;Antwerp
HOUSE;410000;4;191.0;Antwerp
HOUSE;415000;5;212.0;Antwerp
HOUSE;498500;3;245.0;Antwerp
HOUSE;499000;3;150.0;Antwerp
HOUSE;545000;4;274.0;Antwerp
HOUSE;599000;3;352.0;Antwerp
HOUSE;699000;4;240.0;Antwerp
HOUSE;895000;4;315.0;Antwerp
HOUSE;1295000;4;420.0;Antwerp
HOUSE;1495000;4;529.0;Antwerp
HOUSE;2350000;4;486.0;Antwerp
HOUSE;3750000;5;725.0;Antwerp
HOUSE;287000;4;;Antwerp
APARTMENT;319000;3;90.0;Antwerp
HOUSE;349000;3;119.0;Antwerp
HOUSE;1125000;3;490.0;Antwerp
HOUSE;595000;4;185.0;Antwerp
APARTMENT;239000;2;92.0;Antwerp
APARTMENT;349000;2;114.0;Antwerp
HOUSE;398500;3;162.0;Antwerp
HOUSE;995000;3;310.0;Antwerp
APARTMENT;249900;2;73.0;Antwerp
APARTMENT;325000;3;165.0;Antwerp
APARTMENT;159900;1;60.0;Antwerp
APARTMENT;179000;2;76.0;Antwerp
APARTMENT;199000;2;95.0;Antwerp
APARTMENT;199000;2;85.0;Antwerp
APARTMENT;199500;2;90.0;Antwerp
APARTMENT;249000;2;73.0;Antwerp
APARTMENT;429000;3;146.0;Antwerp
APARTMENT;575000;2;188.0;Antwerp
APARTMENT;665000;2;195.0;Antwerp
APARTMENT;840000;3;270.0;Antwerp
APARTMENT;1950000;4;300.0;Antwerp
APARTMENT;325000;3;130.0;Antwerp
HOUSE;159000;4;95.0;Antwerp
HOUSE;1365000;6;516.0;Antwerp
APARTMENT;195000;2;92.0;Antwerp
HOUSE;250000;2;139.0;Antwerp
HOUSE;339000;3;141.0;Antwerp
HOUSE;349000;4;212.0;Antwerp
HOUSE;355000;3;120.0;Antwerp
HOUSE;359000;3;150.0;Antwerp
HOUSE;369000;4;150.0;Antwerp
HOUSE;375000;3;170.0;Antwerp
HOUSE;382500;3;216.0;Antwerp
HOUSE;480000;3;176.0;Antwerp
HOUSE;495000;6;;Antwerp
HOUSE;735000;3;278.0;Antwerp
HOUSE;775000;4;297.0;Antwerp
HOUSE;895000;5;325.0;Antwerp
HOUSE;2998000;6;700.0;Antwerp
APARTMENT;169000;1;70.0;Antwerp
APARTMENT;198000;2;80.0;Antwerp
HOUSE;397000;4;129.0;Antwerp
APARTMENT;198000;2;92.0;Antwerp
HOUSE;339000;3;90.0;Antwerp
HOUSE;625000;5;210.0;Antwerp
HOUSE;895000;4;521.0;Antwerp
HOUSE;695000;4;260.0;Antwerp
APARTMENT;159000;2;81.0;Antwerp
APARTMENT;165000;1;28.0;Antwerp
APARTMENT;169000;3;109.0;Antwerp
APARTMENT;185000;2;102.0;Antwerp
APARTMENT;185000;2;98.0;Antwerp
APARTMENT;199000;1;50.0;Antwerp
APARTMENT;199000;2;88.0;Antwerp
APARTMENT;214500;2;104.0;Antwerp
APARTMENT;219000;3;87.0;Antwerp
APARTMENT;229000;2;80.0;Antwerp
APARTMENT;245000;1;65.0;Antwerp
APARTMENT;279000;2;101.0;Antwerp
APARTMENT;285000;2;96.0;Antwerp
APARTMENT;299000;3;83.0;Antwerp
APARTMENT;299000;3;83.0;Antwerp
APARTMENT;325000;3;135.0;Antwerp
APARTMENT;340000;3;120.0;Antwerp
APARTMENT;475000;2;112.0;Antwerp
APARTMENT;1799000;2;146.0;Antwerp
APARTMENT;135000;1;59.0;Antwerp
APARTMENT;210000;1;65.0;Antwerp
APARTMENT;189000;2;67.0;Antwerp
HOUSE;320000;3;159.0;Antwerp
HOUSE;375000;3;157.0;Antwerp
HOUSE;425000;3;165.0;Antwerp
HOUSE;795000;5;400.0;Antwerp
APARTMENT;125000;0;45.0;Antwerp
HOUSE;216000;2;100.0;Antwerp
HOUSE;358000;4;190.0;Antwerp
HOUSE;549800;3;211.0;Antwerp
HOUSE;725000;7;290.0;Antwerp
HOUSE;735000;3;333.0;Antwerp
HOUSE;1495000;4;353.0;Antwerp
HOUSE;2275000;7;719.0;Antwerp
APARTMENT;395000;1;90.0;Antwerp
HOUSE;895000;4;270.0;Antwerp
HOUSE;3995000;4;610.0;Antwerp
APARTMENT;169000;2;;Antwerp
APARTMENT;198000;2;85.0;Antwerp
HOUSE;695000;5;345.0;Antwerp
HOUSE;895000;3;485.0;Antwerp
HOUSE;1395000;4;296.0;Antwerp
APARTMENT;429000;3;220.0;Antwerp
APARTMENT;189000;1;70.0;Antwerp
APARTMENT;199000;2;93.0;Antwerp
APARTMENT;300000;2;89.0;Antwerp
APARTMENT;210000;1;86.0;Antwerp
APARTMENT;245000;2;112.0;Antwerp
HOUSE;795000;4;231.0;Antwerp
APARTMENT;140000;1;33.0;Antwerp
APARTMENT;149500;0;;Antwerp
APARTMENT;179000;2;60.0;Antwerp
APARTMENT;185000;2;97.0;Antwerp
APARTMENT;212000;1;55.0;Antwerp
APARTMENT;219000;1;60.0;Antwerp
APARTMENT;220000;2;85.0;Antwerp
APARTMENT;227000;3;90.0;Antwerp
APARTMENT;275000;1;67.0;Antwerp
APARTMENT;345000;1;71.0;Antwerp
APARTMENT;345000;1;61.0;Antwerp
APARTMENT;375000;1;93.0;Antwerp
APARTMENT;385000;1;93.0;Antwerp
APARTMENT;385000;1;93.0;Antwerp
APARTMENT;540000;3;195.0;Antwerp
APARTMENT;685000;2;197.0;Antwerp
APARTMENT;325000;2;69.0;Antwerp
APARTMENT;210000;1;65.0;Antwerp
APARTMENT;229000;2;98.0;Antwerp
HOUSE;210000;3;118.0;Antwerp
HOUSE;235000;3;146.0;Antwerp
HOUSE;279000;2;;Antwerp
HOUSE;298000;2;105.0;Antwerp
HOUSE;310000;4;146.0;Antwerp
HOUSE;329000;4;;Antwerp
HOUSE;359000;2;130.0;Antwerp
HOUSE;389000;3;162.0;Antwerp
HOUSE;395000;2;205.0;Antwerp
HOUSE;399000;6;365.0;Antwerp
HOUSE;499000;3;175.0;Antwerp
HOUSE;530000;4;191.0;Antwerp
HOUSE;545000;4;220.0;Antwerp
HOUSE;548500;5;342.0;Antwerp
HOUSE;598500;3;234.0;Antwerp
HOUSE;695000;3;164.0;Antwerp
HOUSE;1050000;7;285.0;Antwerp
HOUSE;1298000;5;527.0;Antwerp
HOUSE;1473000;3;411.0;Antwerp
HOUSE;1495000;4;353.0;Antwerp
APARTMENT;344000;1;68.0;Antwerp
HOUSE;399000;3;174.0;Antwerp
APARTMENT;368500;2;115.0;Antwerp
APARTMENT;219000;1;83.0;Antwerp
APARTMENT;249000;3;90.0;Antwerp
APARTMENT;295000;2;90.0;Antwerp
APARTMENT;495000;3;200.0;Antwerp
HOUSE;525000;4;180.0;Antwerp
APARTMENT;169000;1;;Antwerp
HOUSE;615000;2;107.0;Antwerp
APARTMENT;285000;2;104.0;Antwerp
HOUSE;425000;3;201.0;Antwerp
HOUSE;569000;4;201.0;Antwerp
HOUSE;499500;0;375.0;Antwerp
APARTMENT;149000;1;60.0;Antwerp
APARTMENT;165000;2;70.0;Antwerp
APARTMENT;189900;2;89.0;Antwerp
APARTMENT;198000;2;96.0;Antwerp
APARTMENT;199000;0;44.0;Antwerp
APARTMENT;209000;2;88.0;Antwerp
APARTMENT;225000;1;70.0;Antwerp
APARTMENT;225000;1;50.0;Antwerp
APARTMENT;229000;3;125.0;Antwerp
APARTMENT;230000;2;83.0;Antwerp
APARTMENT;249000;2;97.0;Antwerp
APARTMENT;259000;2;86.0;Antwerp
APARTMENT;265000;2;75.0;Antwerp
APARTMENT;295000;2;95.0;Antwerp
APARTMENT;419000;2;130.0;Antwerp
APARTMENT;1395000;2;225.0;Antwerp
APARTMENT;265000;2;103.0;Antwerp
APARTMENT;220000;2;105.0;Antwerp
HOUSE;265000;3;144.0;Antwerp
HOUSE;325000;2;120.0;Antwerp
HOUSE;360000;5;320.0;Antwerp
HOUSE;375000;3;189.0;Antwerp
HOUSE;395000;4;300.0;Antwerp
HOUSE;399900;4;200.0;Antwerp
HOUSE;425000;3;225.0;Antwerp
HOUSE;429000;4;160.0;Antwerp
HOUSE;435000;4;174.0;Antwerp
HOUSE;495000;3;172.0;Antwerp
HOUSE;499000;3;200.0;Antwerp
HOUSE;529000;4;202.0;Antwerp
HOUSE;550000;3;264.0;Antwerp
HOUSE;575000;3;175.0;Antwerp
HOUSE;589000;4;244.0;Antwerp
HOUSE;799000;4;320.0;Antwerp
HOUSE;1385000;5;365.0;Antwerp
HOUSE;1875000;3;270.0;Antwerp
HOUSE;1985000;7;476.0;Antwerp
HOUSE;2150000;4;682.0;Antwerp
HOUSE;3400000;6;650.0;Antwerp
HOUSE;250000;2;125.0;Antwerp
HOUSE;410000;3;185.0;Antwerp
HOUSE;1650000;7;575.0;Antwerp
HOUSE;187000;3;;Antwerp
HOUSE;468000;3;132.0;Antwerp
APARTMENT;205000;2;85.0;Antwerp
HOUSE;1175000;3;;Antwerp
APARTMENT;245000;2;90.0;Antwerp
APARTMENT;229000;1;;Antwerp
HOUSE;435000;4;178.0;Antwerp
HOUSE;1299000;6;800.0;Antwerp
HOUSE;499000;3;231.0;Antwerp
APARTMENT;329999;2;130.0;Antwerp
HOUSE;685000;5;386.0;Antwerp
HOUSE;375000;3;;Antwerp
APARTMENT;287500;1;65.0;Antwerp
APARTMENT;440500;2;103.0;Antwerp
APARTMENT;105000;1;13.0;Antwerp
APARTMENT;105000;0;48.0;Antwerp
APARTMENT;119000;0;54.0;Antwerp
APARTMENT;132000;0;18.0;Antwerp
APARTMENT;159000;1;52.0;Antwerp
APARTMENT;189000;2;90.0;Antwerp
APARTMENT;199500;1;55.0;Antwerp
APARTMENT;228000;2;78.0;Antwerp
APARTMENT;235000;2;90.0;Antwerp
APARTMENT;259000;2;72.0;Antwerp
APARTMENT;279000;2;78.0;Antwerp
APARTMENT;279000;2;78.0;Antwerp
APARTMENT;285000;2;103.0;Antwerp
APARTMENT;290000;2;85.0;Antwerp
APARTMENT;518000;3;186.0;Antwerp
APARTMENT;530000;3;125.0;Antwerp
APARTMENT;582000;2;172.0;Antwerp
APARTMENT;582900;2;174.0;Antwerp
APARTMENT;595000;2;117.0;Antwerp
APARTMENT;945000;4;360.0;Antwerp
HOUSE;270000;4;121.0;Antwerp
HOUSE;284900;3;145.0;Antwerp
HOUSE;299000;3;226.0;Antwerp
HOUSE;330000;3;130.0;Antwerp
HOUSE;349000;2;117.0;Antwerp
HOUSE;378000;4;179.0;Antwerp
HOUSE;384900;4;177.0;Antwerp
HOUSE;409000;5;200.0;Antwerp
HOUSE;469000;2;131.0;Antwerp
HOUSE;469000;4;188.0;Antwerp
HOUSE;499000;4;184.0;Antwerp
HOUSE;550000;3;275.0;Antwerp
HOUSE;1295000;4;513.0;Antwerp
HOUSE;1395000;4;350.0;Antwerp
HOUSE;1495000;4;592.0;Antwerp
HOUSE;1495000;4;538.0;Antwerp
HOUSE;2950000;5;585.0;Antwerp
APARTMENT;335000;2;97.0;Antwerp
HOUSE;369000;3;;Antwerp
APARTMENT;339000;3;90.0;Antwerp
HOUSE;413000;3;188.0;Antwerp
HOUSE;259000;2;120.0;Antwerp
APARTMENT;145000;0;30.0;Antwerp
APARTMENT;225000;2;;Antwerp
HOUSE;259500;3;140.0;Antwerp
HOUSE;395000;2;116.0;Antwerp
APARTMENT;239000;2;84.0;Antwerp
HOUSE;730000;3;275.0;Antwerp
APARTMENT;185000;2;80.0;Antwerp
APARTMENT;349000;2;75.0;Antwerp
HOUSE;449000;2;160.0;Antwerp
APARTMENT;176000;2;72.0;Antwerp
HOUSE;689000;0;368.0;Antwerp
APARTMENT;207500;2;80.0;Antwerp
APARTMENT;149500;0;39.0;Antwerp
APARTMENT;160000;1;54.0;Antwerp
APARTMENT;165000;2;70.0;Antwerp
APARTMENT;180000;1;73.0;Antwerp
APARTMENT;189000;2;109.0;Antwerp
APARTMENT;189000;2;72.0;Antwerp
APARTMENT;199000;3;93.0;Antwerp
APARTMENT;205000;2;98.0;Antwerp
APARTMENT;219000;2;95.0;Antwerp
APARTMENT;220000;1;58.0;Antwerp
APARTMENT;225000;1;50.0;Antwerp
APARTMENT;229000;2;140.0;Antwerp
APARTMENT;269000;2;110.0;Antwerp
APARTMENT;275000;3;106.0;Antwerp
APARTMENT;355000;2;102.0;Antwerp
APARTMENT;472300;2;121.0;Antwerp
APARTMENT;945000;4;360.0;Antwerp
APARTMENT;369500;2;100.0;Antwerp
HOUSE;168000;2;145.0;Antwerp
HOUSE;229000;3;138.0;Antwerp
HOUSE;245000;2;100.0;Antwerp
HOUSE;249000;2;74.0;Antwerp
HOUSE;285000;2;165.0;Antwerp
HOUSE;297000;4;147.0;Antwerp
HOUSE;299000;2;65.0;Antwerp
HOUSE;329000;4;148.0;Antwerp
HOUSE;329000;3;150.0;Antwerp
HOUSE;329000;3;162.0;Antwerp
HOUSE;369500;2;203.0;Antwerp
HOUSE;398000;3;145.0;Antwerp
HOUSE;399000;4;222.0;Antwerp
HOUSE;449000;5;267.0;Antwerp
HOUSE;659000;5;200.0;Antwerp
HOUSE;690000;5;315.0;Antwerp
HOUSE;749000;4;281.0;Antwerp
HOUSE;849000;4;370.0;Antwerp
HOUSE;980000;5;504.0;Antwerp
HOUSE;1100000;2;546.0;Antwerp
HOUSE;1150000;4;400.0;Antwerp
HOUSE;1750000;5;550.0;Antwerp
HOUSE;1995000;5;825.0;Antwerp
APARTMENT;185000;1;80.0;Antwerp
HOUSE;549000;3;209.0;Antwerp
APARTMENT;349000;2;90.0;Antwerp
HOUSE;329000;3;115.0;Antwerp
APARTMENT;385000;1;72.0;Antwerp
HOUSE;210000;4;101.0;Antwerp
HOUSE;289000;4;238.0;Antwerp
HOUSE;480000;3;239.0;Antwerp
HOUSE;224900;2;126.0;Antwerp
HOUSE;475000;2;122.0;Antwerp
APARTMENT;160000;3;82.0;Antwerp
HOUSE;290000;5;259.0;Antwerp
APARTMENT;279000;2;82.0;Antwerp
APARTMENT;289000;2;148.0;Antwerp
APARTMENT;240000;2;98.0;Antwerp
HOUSE;450000;3;169.0;Antwerp
APARTMENT;135000;0;19.0;Antwerp
APARTMENT;285000;2;106.0;Antwerp
APARTMENT;299000;2;88.0;Antwerp
HOUSE;137500;3;120.0;Antwerp
HOUSE;164000;3;118.0;Antwerp
HOUSE;170000;0;143.0;Antwerp
HOUSE;295000;3;130.0;Antwerp
HOUSE;310000;3;135.0;Antwerp
HOUSE;320000;4;172.0;Antwerp
HOUSE;349500;3;195.0;Antwerp
HOUSE;480000;6;250.0;Antwerp
HOUSE;575000;3;220.0;Antwerp
HOUSE;599000;3;121.0;Antwerp
HOUSE;699000;0;268.0;Antwerp
HOUSE;1380000;5;270.0;Antwerp
HOUSE;1395000;13;520.0;Antwerp
HOUSE;1399000;4;347.0;Antwerp
APARTMENT;158500;2;53.0;Antwerp
APARTMENT;212000;1;54.0;Antwerp
APARTMENT;265000;3;100.0;Antwerp
APARTMENT;279000;3;110.0;Antwerp
APARTMENT;324000;2;121.0;Antwerp
APARTMENT;349000;2;147.0;Antwerp
APARTMENT;495000;3;175.0;Antwerp
APARTMENT;549500;3;150.0;Antwerp
HOUSE;850000;3;264.0;Antwerp
APARTMENT;159000;2;80.0;Antwerp
APARTMENT;237000;2;119.0;Antwerp
APARTMENT;199000;2;85.0;Antwerp
APARTMENT;239000;2;92.0;Antwerp
APARTMENT;1695000;2;382.0;Antwerp
HOUSE;890000;4;318.0;Antwerp
HOUSE;439000;3;134.0;Antwerp
HOUSE;570000;4;212.0;Antwerp
HOUSE;580000;2;187.0;Antwerp
APARTMENT;1290000;3;228.0;Antwerp
APARTMENT;229000;2;85.0;Antwerp
HOUSE;325000;3;203.0;Antwerp
APARTMENT;239000;1;60.0;Antwerp
APARTMENT;229000;2;93.0;Antwerp
HOUSE;269000;3;170.0;Antwerp
HOUSE;345000;4;157.0;Antwerp
HOUSE;360000;3;290.0;Antwerp
HOUSE;384000;5;195.0;Antwerp
HOUSE;398000;4;270.0;Antwerp
HOUSE;575000;4;170.0;Antwerp
HOUSE;585000;2;104.0;Antwerp
HOUSE;649000;3;233.0;Antwerp
HOUSE;975000;5;590.0;Antwerp
APARTMENT;155000;2;70.0;Antwerp
APARTMENT;195000;2;80.0;Antwerp
APARTMENT;197000;2;89.0;Antwerp
APARTMENT;197500;2;90.0;Antwerp
APARTMENT;207500;2;85.0;Antwerp
APARTMENT;223000;2;89.0;Antwerp
APARTMENT;225000;1;60.0;Antwerp
APARTMENT;235000;2;84.0;Antwerp
APARTMENT;235000;2;80.0;Antwerp
APARTMENT;249000;2;105.0;Antwerp
APARTMENT;268000;2;90.0;Antwerp
APARTMENT;275000;1;90.0;Antwerp
APARTMENT;280000;1;126.0;Antwerp
APARTMENT;317000;2;100.0;Antwerp
APARTMENT;330000;2;79.0;Antwerp
APARTMENT;354000;2;135.0;Antwerp
APARTMENT;370000;3;122.0;Antwerp
APARTMENT;339500;3;205.0;Antwerp
HOUSE;298000;3;124.0;Antwerp
HOUSE;370000;3;128.0;Antwerp
APARTMENT;241000;1;62.0;Antwerp
APARTMENT;309000;2;75.0;Antwerp
APARTMENT;375000;3;164.0;Antwerp
HOUSE;345000;3;;Antwerp
HOUSE;1850000;7;577.0;Antwerp
HOUSE;155000;2;92.0;Antwerp
HOUSE;295000;3;138.0;Antwerp
HOUSE;299000;2;178.0;Antwerp
HOUSE;299000;2;178.0;Antwerp
HOUSE;299000;2;110.0;Antwerp
HOUSE;399000;3;;Antwerp
HOUSE;399000;3;141.0;Antwerp
HOUSE;435000;2;175.0;Antwerp
HOUSE;490000;6;;Antwerp
HOUSE;625000;3;175.0;Antwerp
HOUSE;785000;5;241.0;Antwerp
HOUSE;2150000;4;682.0;Antwerp
HOUSE;4200000;4;647.0;Antwerp
APARTMENT;199000;2;87.0;Antwerp
APARTMENT;289000;2;97.0;Antwerp
APARTMENT;175000;2;81.0;Antwerp
HOUSE;399000;5;140.0;Antwerp
HOUSE;595000;3;225.0;Antwerp
APARTMENT;145000;0;30.0;Antwerp
APARTMENT;145000;0;30.0;Antwerp
HOUSE;350000;3;;Antwerp
APARTMENT;135000;1;52.0;Antwerp
APARTMENT;195000;1;64.0;Antwerp
APARTMENT;219000;3;108.0;Antwerp
HOUSE;250000;3;96.0;Antwerp
APARTMENT;259000;2;78.0;Antwerp
APARTMENT;269500;2;115.0;Antwerp
APARTMENT;295000;2;77.0;Antwerp
APARTMENT;317000;2;100.0;Antwerp
APARTMENT;335000;2;;Antwerp
APARTMENT;390000;4;;Antwerp
APARTMENT;545000;3;143.0;Antwerp
APARTMENT;165000;2;76.0;Antwerp
APARTMENT;344400;2;82.0;Antwerp
APARTMENT;357000;2;85.0;Antwerp
APARTMENT;400000;2;100.0;Antwerp
APARTMENT;507000;3;130.0;Antwerp
APARTMENT;245000;1;55.0;Antwerp
HOUSE;545000;3;225.0;Antwerp
HOUSE;1995000;4;461.0;Antwerp
APARTMENT;150000;2;40.0;Antwerp
APARTMENT;185000;2;87.0;Antwerp
APARTMENT;310000;2;110.0;Antwerp
APARTMENT;219000;2;;Antwerp
HOUSE;259000;3;;Antwerp
HOUSE;825000;5;;Antwerp
HOUSE;545000;2;;Antwerp
HOUSE;724000;3;431.0;Antwerp
APARTMENT;215000;2;90.0;Antwerp
HOUSE;348000;5;152.0;Antwerp
HOUSE;198000;2;90.0;Antwerp
HOUSE;225000;3;159.0;Antwerp
HOUSE;230000;2;92.0;Antwerp
HOUSE;283000;2;110.0;Antwerp
HOUSE;298000;3;237.0;Antwerp
HOUSE;319000;2;159.0;Antwerp
HOUSE;319000;3;174.0;Antwerp
HOUSE;329000;3;;Antwerp
HOUSE;358000;3;;Antwerp
HOUSE;365000;2;90.0;Antwerp
HOUSE;410000;6;210.0;Antwerp
HOUSE;415000;3;146.0;Antwerp
HOUSE;425000;3;181.0;Antwerp
HOUSE;425000;4;200.0;Antwerp
HOUSE;488000;3;193.0;Antwerp
HOUSE;495000;3;;Antwerp
HOUSE;499000;4;218.0;Antwerp
HOUSE;499000;2;141.0;Antwerp
HOUSE;600000;0;300.0;Antwerp
HOUSE;669000;3;231.0;Antwerp
HOUSE;745000;6;420.0;Antwerp
HOUSE;850000;3;281.0;Antwerp
HOUSE;1660000;9;;Antwerp
HOUSE;1875000;4;670.0;Antwerp
HOUSE;1875000;4;670.0;Antwerp
HOUSE;485000;4;290.0;Antwerp
HOUSE;949000;5;458.0;Antwerp
APARTMENT;205000;1;55.0;Antwerp
APARTMENT;245000;1;65.0;Antwerp
APARTMENT;340000;2;130.0;Antwerp
APARTMENT;230000;2;96.0;Antwerp
APARTMENT;269000;1;85.0;Antwerp
HOUSE;569000;4;200.0;Antwerp
APARTMENT;93500;0;30.0;Antwerp
APARTMENT;135000;1;30.0;Antwerp
APARTMENT;148000;2;71.0;Antwerp
APARTMENT;209000;2;75.0;Antwerp
APARTMENT;217995;2;;Antwerp
APARTMENT;225000;1;55.0;Antwerp
APARTMENT;249000;2;97.0;Antwerp
APARTMENT;259000;2;70.0;Antwerp
APARTMENT;285000;2;103.0;Antwerp
APARTMENT;285000;2;75.0;Antwerp
APARTMENT;285000;2;75.0;Antwerp
APARTMENT;289000;2;127.0;Antwerp
APARTMENT;340000;3;93.0;Antwerp
APARTMENT;358000;3;130.0;Antwerp
APARTMENT;420000;3;220.0;Antwerp
APARTMENT;549500;2;132.0;Antwerp
HOUSE;489000;4;180.0;Antwerp
HOUSE;285000;2;141.0;Antwerp
HOUSE;460000;4;150.0;Antwerp
HOUSE;538000;3;220.0;Antwerp
APARTMENT;250000;1;70.0;Antwerp
APARTMENT;309000;2;89.0;Antwerp
HOUSE;406000;3;141.0;Antwerp
APARTMENT;335000;2;120.0;Antwerp
APARTMENT;310000;2;101.0;Antwerp
HOUSE;140000;4;136.0;Antwerp
HOUSE;274000;2;85.0;Antwerp
HOUSE;315000;4;;Antwerp
HOUSE;330000;2;122.0;Antwerp
HOUSE;335000;6;165.0;Antwerp
HOUSE;349000;3;154.0;Antwerp
HOUSE;369000;4;150.0;Antwerp
HOUSE;369000;4;151.0;Antwerp
HOUSE;375000;3;130.0;Antwerp
HOUSE;405000;3;191.0;Antwerp
HOUSE;479000;5;310.0;Antwerp
HOUSE;548000;3;170.0;Antwerp
HOUSE;649000;2;;Antwerp
HOUSE;695000;2;226.0;Antwerp
HOUSE;699000;3;202.0;Antwerp
HOUSE;795000;4;200.0;Antwerp
HOUSE;885000;3;281.0;Antwerp
HOUSE;1100000;5;464.0;Antwerp
APARTMENT;139000;1;74.0;Antwerp
HOUSE;1599000;4;520.0;Antwerp
HOUSE;857500;9;690.0;Antwerp
HOUSE;559000;3;204.0;Antwerp
HOUSE;2675000;4;600.0;Antwerp
HOUSE;745000;5;300.0;Antwerp
APARTMENT;30000;2;70.0;Antwerp
APARTMENT;189000;2;80.0;Antwerp
APARTMENT;219500;2;;Antwerp
APARTMENT;219500;1;60.0;Antwerp
APARTMENT;225000;2;72.0;Antwerp
APARTMENT;236000;3;116.0;Antwerp
APARTMENT;239000;2;90.0;Antwerp
APARTMENT;273000;2;90.0;Antwerp
APARTMENT;325000;3;118.0;Antwerp
APARTMENT;369000;3;145.0;Antwerp
APARTMENT;395000;2;131.0;Antwerp
APARTMENT;432800;2;114.0;Antwerp
APARTMENT;476900;3;114.0;Antwerp
APARTMENT;645000;3;186.0;Antwerp
APARTMENT;915000;8;540.0;Antwerp
HOUSE;895000;2;345.0;Antwerp
HOUSE;149500;1;70.0;Antwerp
APARTMENT;945000;4;289.0;Antwerp
HOUSE;489000;3;200.0;Antwerp
APARTMENT;695000;3;158.0;Antwerp
HOUSE;295000;4;178.0;Antwerp
APARTMENT;195000;3;;Antwerp
APARTMENT;280000;2;100.0;Antwerp
APARTMENT;280000;2;82.0;Antwerp
HOUSE;209000;1;168.0;Antwerp
HOUSE;249500;2;131.0;Antwerp
HOUSE;250000;4;;Antwerp
HOUSE;255000;3;136.0;Antwerp
HOUSE;279000;3;146.0;Antwerp
HOUSE;285000;3;;Antwerp
HOUSE;319000;3;171.0;Antwerp
HOUSE;319900;3;150.0;Antwerp
HOUSE;349000;3;164.0;Antwerp
HOUSE;349000;3;150.0;Antwerp
HOUSE;355000;2;135.0;Antwerp
HOUSE;357500;2;170.0;Antwerp
HOUSE;385000;4;280.0;Antwerp
HOUSE;399900;4;185.0;Antwerp
HOUSE;400000;2;200.0;Antwerp
HOUSE;415000;3;155.0;Antwerp
HOUSE;425000;3;157.0;Antwerp
HOUSE;435000;2;162.0;Antwerp
HOUSE;559000;3;170.0;Antwerp
HOUSE;627000;5;241.0;Antwerp
HOUSE;633000;4;450.0;Antwerp
HOUSE;699000;0;200.0;Antwerp
HOUSE;839000;5;306.0;Antwerp
HOUSE;849500;4;650.0;Antwerp
HOUSE;2950000;4;750.0;Antwerp
APARTMENT;215000;2;84.0;Antwerp
APARTMENT;239000;2;75.0;Antwerp
APARTMENT;239000;2;75.0;Antwerp
APARTMENT;299000;1;70.0;Antwerp
APARTMENT;139000;1;56.0;Antwerp
