type;price;bedroomCount;sqmeter2;district
APARTMENT;565000;4;137.0;Brussels
HOUSE;285000;6;124.0;Brussels
HOUSE;289000;3;110.0;Brussels
HOUSE;339000;3;200.0;Brussels
HOUSE;359000;3;143.0;Brussels
HOUSE;395000;4;198.0;Brussels
HOUSE;399000;4;130.0;Brussels
HOUSE;449000;3;108.0;Brussels
HOUSE;550000;7;423.0;Brussels
HOUSE;890000;4;253.0;Brussels
HOUSE;930000;6;320.0;Brussels
HOUSE;1050000;6;315.0;Brussels
HOUSE;1190000;8;500.0;Brussels
HOUSE;1490000;5;340.0;Brussels
HOUSE;1550000;5;350.0;Brussels
HOUSE;1590000;6;439.0;Brussels
HOUSE;1689000;6;515.0;Brussels
HOUSE;1800000;6;380.0;Brussels
HOUSE;1800000;6;380.0;Brussels
HOUSE;1850000;5;540.0;Brussels
HOUSE;1959000;6;400.0;Brussels
HOUSE;1959000;5;422.0;Brussels
HOUSE;2590000;5;700.0;Brussels
HOUSE;2595000;6;550.0;Brussels
HOUSE;2650000;7;500.0;Brussels
HOUSE;2650000;7;500.0;Brussels
HOUSE;2650000;6;547.0;Brussels
HOUSE;2880000;6;398.0;Brussels
HOUSE;3000000;6;450.0;Brussels
HOUSE;4500000;0;1100.0;Brussels
HOUSE;5950000;6;1100.0;Brussels
HOUSE;774500;3;225.0;Brussels
APARTMENT;324000;2;99.0;Brussels
APARTMENT;324000;2;99.0;Brussels
APARTMENT;465000;3;154.0;Brussels
APARTMENT;225000;0;38.0;Brussels
APARTMENT;135000;1;51.0;Brussels
APARTMENT;145000;0;20.0;Brussels
APARTMENT;155000;0;33.0;Brussels
APARTMENT;160000;1;50.0;Brussels
APARTMENT;169000;1;;Brussels
APARTMENT;169000;1;38.0;Brussels
APARTMENT;189000;2;80.0;Brussels
APARTMENT;220000;1;;Brussels
APARTMENT;235000;2;55.0;Brussels
APARTMENT;245000;2;70.0;Brussels
APARTMENT;249000;1;85.0;Brussels
APARTMENT;275000;2;79.0;Brussels
APARTMENT;275000;2;78.0;Brussels
APARTMENT;290000;1;124.0;Brussels
APARTMENT;295000;2;92.0;Brussels
APARTMENT;299500;1;61.0;Brussels
APARTMENT;300000;1;64.0;Brussels
APARTMENT;312500;1;75.0;Brussels
APARTMENT;317500;1;75.0;Brussels
APARTMENT;335000;3;95.0;Brussels
APARTMENT;420000;2;118.0;Brussels
APARTMENT;445000;1;;Brussels
APARTMENT;455000;2;98.0;Brussels
APARTMENT;460000;3;94.0;Brussels
APARTMENT;545000;2;134.0;Brussels
APARTMENT;680000;4;170.0;Brussels
APARTMENT;690000;3;250.0;Brussels
APARTMENT;695000;2;165.0;Brussels
APARTMENT;850000;1;95.0;Brussels
APARTMENT;875000;2;187.0;Brussels
APARTMENT;995000;2;220.0;Brussels
APARTMENT;1150000;3;201.0;Brussels
APARTMENT;1550000;3;213.0;Brussels
HOUSE;619000;6;380.0;Brussels
HOUSE;480000;2;120.0;Brussels
APARTMENT;245000;2;85.0;Brussels
APARTMENT;175000;1;79.0;Brussels
APARTMENT;245000;2;84.0;Brussels
APARTMENT;515000;4;;Brussels
HOUSE;649500;3;118.0;Brussels
APARTMENT;269000;1;70.0;Brussels
APARTMENT;255000;0;39.0;Brussels
APARTMENT;328858;2;94.0;Brussels
APARTMENT;328858;2;94.0;Brussels
APARTMENT;418000;3;121.0;Brussels
APARTMENT;459000;3;116.0;Brussels
APARTMENT;489000;3;108.0;Brussels
APARTMENT;1275000;4;285.0;Brussels
APARTMENT;1295000;3;179.0;Brussels
HOUSE;650000;3;230.0;Brussels
APARTMENT;350000;2;;Brussels
APARTMENT;445000;3;110.0;Brussels
APARTMENT;285000;2;165.0;Brussels
HOUSE;1190000;4;373.0;Brussels
HOUSE;990000;4;211.0;Brussels
HOUSE;2650000;6;435.0;Brussels
HOUSE;1270000;5;;Brussels
APARTMENT;795000;4;225.0;Brussels
APARTMENT;795000;4;198.0;Brussels
APARTMENT;635000;3;175.0;Brussels
HOUSE;1050000;4;277.0;Brussels
HOUSE;595000;5;250.0;Brussels
HOUSE;599000;3;170.0;Brussels
HOUSE;695000;3;150.0;Brussels
HOUSE;699000;3;240.0;Brussels
HOUSE;750000;4;;Brussels
HOUSE;750000;4;201.0;Brussels
HOUSE;750000;5;201.0;Brussels
HOUSE;795000;4;245.0;Brussels
HOUSE;940000;4;266.0;Brussels
HOUSE;940000;4;266.0;Brussels
HOUSE;1145000;4;270.0;Brussels
HOUSE;1195000;6;292.0;Brussels
HOUSE;1550000;7;550.0;Brussels
HOUSE;1690000;5;511.0;Brussels
HOUSE;2195000;5;540.0;Brussels
HOUSE;2225000;7;765.0;Brussels
HOUSE;5750000;9;1200.0;Brussels
HOUSE;2950000;6;610.0;Brussels
APARTMENT;439000;2;105.0;Brussels
APARTMENT;169000;1;66.0;Brussels
APARTMENT;148000;1;37.0;Brussels
APARTMENT;149000;1;70.0;Brussels
APARTMENT;160000;0;20.0;Brussels
APARTMENT;175000;1;;Brussels
APARTMENT;175000;1;82.0;Brussels
APARTMENT;185000;1;72.0;Brussels
APARTMENT;199000;2;71.0;Brussels
APARTMENT;199000;2;82.0;Brussels
APARTMENT;199000;1;79.0;Brussels
APARTMENT;209000;2;64.0;Brussels
APARTMENT;230000;1;80.0;Brussels
APARTMENT;230000;1;68.0;Brussels
APARTMENT;239000;2;85.0;Brussels
APARTMENT;270000;2;90.0;Brussels
APARTMENT;270000;3;104.0;Brussels
APARTMENT;285000;3;102.0;Brussels
APARTMENT;295000;3;82.0;Brussels
APARTMENT;295000;1;70.0;Brussels
APARTMENT;299999;2;106.0;Brussels
APARTMENT;300000;2;92.0;Brussels
APARTMENT;320000;3;110.0;Brussels
APARTMENT;325000;4;200.0;Brussels
APARTMENT;335000;0;58.0;Brussels
APARTMENT;345000;2;92.0;Brussels
APARTMENT;347000;2;89.0;Brussels
APARTMENT;365000;2;90.0;Brussels
APARTMENT;395000;2;103.0;Brussels
APARTMENT;400000;2;104.0;Brussels
APARTMENT;462000;3;124.0;Brussels
APARTMENT;468000;2;125.0;Brussels
APARTMENT;480000;2;92.0;Brussels
APARTMENT;495000;2;133.0;Brussels
APARTMENT;505000;2;92.0;Brussels
APARTMENT;510000;2;92.0;Brussels
APARTMENT;515000;2;110.0;Brussels
APARTMENT;517500;2;102.0;Brussels
APARTMENT;645000;3;92.0;Brussels
APARTMENT;655000;3;127.0;Brussels
APARTMENT;690000;2;177.0;Brussels
APARTMENT;695000;3;142.0;Brussels
APARTMENT;695000;2;129.0;Brussels
APARTMENT;695000;3;165.0;Brussels
APARTMENT;695000;2;90.0;Brussels
APARTMENT;710000;4;184.0;Brussels
APARTMENT;895000;3;110.0;Brussels
HOUSE;950000;3;150.0;Brussels
APARTMENT;995000;3;190.0;Brussels
APARTMENT;1250000;3;214.0;Brussels
APARTMENT;1295000;3;137.0;Brussels
APARTMENT;1650000;3;275.0;Brussels
HOUSE;1850000;3;388.0;Brussels
APARTMENT;1950000;4;300.0;Brussels
APARTMENT;2250000;4;320.0;Brussels
APARTMENT;3950000;4;700.0;Brussels
APARTMENT;215000;0;40.0;Brussels
APARTMENT;209000;0;43.0;Brussels
APARTMENT;199000;2;87.0;Brussels
APARTMENT;275000;2;92.0;Brussels
APARTMENT;239000;1;44.0;Brussels
APARTMENT;399000;2;85.0;Brussels
APARTMENT;399000;2;85.0;Brussels
APARTMENT;489000;3;108.0;Brussels
APARTMENT;489000;3;108.0;Brussels
APARTMENT;529000;3;127.0;Brussels
APARTMENT;529000;3;127.0;Brussels
APARTMENT;1295000;3;179.0;Brussels
HOUSE;1350000;3;390.0;Brussels
HOUSE;1350000;3;390.0;Brussels
APARTMENT;219000;2;85.0;Brussels
APARTMENT;459000;3;133.0;Brussels
HOUSE;2600000;5;626.0;Brussels
HOUSE;2650000;6;547.0;Brussels
HOUSE;1000000;6;317.0;Brussels
HOUSE;1300000;7;428.0;Brussels
APARTMENT;279000;3;125.0;Brussels
APARTMENT;128000;0;36.0;Brussels
APARTMENT;205000;0;48.0;Brussels
HOUSE;365000;4;201.0;Brussels
HOUSE;420000;3;140.0;Brussels
HOUSE;420000;3;157.0;Brussels
HOUSE;425000;2;100.0;Brussels
HOUSE;450000;5;185.0;Brussels
HOUSE;495000;3;170.0;Brussels
HOUSE;519000;4;268.0;Brussels
HOUSE;519000;4;268.0;Brussels
HOUSE;539000;5;185.0;Brussels
HOUSE;580000;4;210.0;Brussels
HOUSE;685000;4;310.0;Brussels
HOUSE;685000;4;310.0;Brussels
HOUSE;699000;4;278.0;Brussels
HOUSE;700000;6;300.0;Brussels
HOUSE;790000;6;300.0;Brussels
HOUSE;875000;6;411.0;Brussels
HOUSE;1150000;8;600.0;Brussels
HOUSE;1150000;4;240.0;Brussels
HOUSE;1150000;4;280.0;Brussels
HOUSE;1195000;5;363.0;Brussels
HOUSE;1550000;5;424.0;Brussels
HOUSE;1750000;6;340.0;Brussels
HOUSE;1960000;11;410.0;Brussels
HOUSE;2110000;0;407.0;Brussels
HOUSE;2250000;4;700.0;Brussels
HOUSE;2290000;4;412.0;Brussels
HOUSE;2590000;5;890.0;Brussels
HOUSE;4500000;5;700.0;Brussels
HOUSE;4500000;6;700.0;Brussels
HOUSE;1985000;5;440.0;Brussels
APARTMENT;365000;1;71.0;Brussels
APARTMENT;210000;1;40.0;Brussels
APARTMENT;295000;1;90.0;Brussels
APARTMENT;247000;2;;Brussels
HOUSE;2650000;6;435.0;Brussels
APARTMENT;695000;3;133.0;Brussels
APARTMENT;175000;1;78.0;Brussels
APARTMENT;275000;2;83.0;Brussels
HOUSE;1150000;5;265.0;Brussels
APARTMENT;120000;0;19.0;Brussels
APARTMENT;195000;0;45.0;Brussels
APARTMENT;215000;2;75.0;Brussels
APARTMENT;215000;2;;Brussels
APARTMENT;225000;0;50.0;Brussels
APARTMENT;230000;2;77.0;Brussels
APARTMENT;240000;2;81.0;Brussels
APARTMENT;249000;2;60.0;Brussels
APARTMENT;260000;1;40.0;Brussels
APARTMENT;260000;1;51.0;Brussels
APARTMENT;260000;1;63.0;Brussels
APARTMENT;299000;2;105.0;Brussels
APARTMENT;315000;2;77.0;Brussels
APARTMENT;325000;1;75.0;Brussels
APARTMENT;340000;1;63.0;Brussels
APARTMENT;350000;2;96.0;Brussels
APARTMENT;379000;2;100.0;Brussels
APARTMENT;385000;2;;Brussels
APARTMENT;425000;2;83.0;Brussels
APARTMENT;460000;1;80.0;Brussels
APARTMENT;465000;3;108.0;Brussels
APARTMENT;465000;2;138.0;Brussels
APARTMENT;480000;3;120.0;Brussels
APARTMENT;520000;2;120.0;Brussels
APARTMENT;525000;1;97.0;Brussels
APARTMENT;570000;3;200.0;Brussels
APARTMENT;599000;3;150.0;Brussels
APARTMENT;650000;2;176.0;Brussels
APARTMENT;660000;3;145.0;Brussels
APARTMENT;775000;3;150.0;Brussels
APARTMENT;795000;2;118.0;Brussels
APARTMENT;825000;2;;Brussels
APARTMENT;850000;3;270.0;Brussels
APARTMENT;1145000;5;326.0;Brussels
APARTMENT;1150000;3;168.0;Brussels
APARTMENT;1470000;4;370.0;Brussels
APARTMENT;1495000;4;340.0;Brussels
APARTMENT;1890000;2;234.0;Brussels
APARTMENT;2395000;3;375.0;Brussels
APARTMENT;2400000;6;620.0;Brussels
HOUSE;525000;3;238.0;Brussels
APARTMENT;210000;0;59.0;Brussels
APARTMENT;295000;1;65.0;Brussels
APARTMENT;179000;0;30.0;Brussels
APARTMENT;179000;0;30.0;Brussels
APARTMENT;345000;2;70.0;Brussels
APARTMENT;380000;2;107.0;Brussels
APARTMENT;400000;3;121.0;Brussels
APARTMENT;433000;1;77.0;Brussels
APARTMENT;527500;2;95.0;Brussels
APARTMENT;3324000;3;305.0;Brussels
APARTMENT;995000;3;150.0;Brussels
HOUSE;525000;3;190.0;Brussels
HOUSE;345000;2;130.0;Brussels
HOUSE;525000;4;217.0;Brussels
HOUSE;589000;4;192.0;Brussels
HOUSE;595000;6;385.0;Brussels
HOUSE;650000;3;150.0;Brussels
HOUSE;670000;7;298.0;Brussels
HOUSE;695000;6;263.0;Brussels
HOUSE;699000;6;236.0;Brussels
HOUSE;750000;5;214.0;Brussels
HOUSE;750000;0;;Brussels
HOUSE;800000;5;250.0;Brussels
HOUSE;820000;4;290.0;Brussels
HOUSE;820000;4;320.0;Brussels
HOUSE;875000;6;364.0;Brussels
HOUSE;875000;6;364.0;Brussels
HOUSE;895000;5;308.0;Brussels
HOUSE;935000;6;210.0;Brussels
HOUSE;950000;0;300.0;Brussels
HOUSE;1025000;3;217.0;Brussels
HOUSE;1195000;4;375.0;Brussels
HOUSE;1250000;13;360.0;Brussels
HOUSE;1395000;5;433.0;Brussels
HOUSE;1495000;10;1200.0;Brussels
HOUSE;1650000;7;485.0;Brussels
HOUSE;1750000;10;500.0;Brussels
HOUSE;2195000;6;540.0;Brussels
HOUSE;2200000;5;450.0;Brussels
APARTMENT;470000;1;;Brussels
APARTMENT;410000;2;80.0;Brussels
HOUSE;319000;3;137.0;Brussels
HOUSE;639000;3;170.0;Brussels
HOUSE;349000;3;110.0;Brussels
HOUSE;299000;3;110.0;Brussels
APARTMENT;325000;2;72.0;Brussels
HOUSE;895000;1;120.0;Brussels
APARTMENT;1150000;2;150.0;Brussels
APARTMENT;1500000;3;250.0;Brussels
APARTMENT;685000;3;130.0;Brussels
APARTMENT;275000;1;58.0;Brussels
APARTMENT;425000;2;120.0;Brussels
APARTMENT;219000;2;85.0;Brussels
APARTMENT;995000;3;190.0;Brussels
APARTMENT;995000;3;190.0;Brussels
APARTMENT;1380000;4;298.0;Brussels
APARTMENT;150000;0;42.0;Brussels
APARTMENT;150000;1;60.0;Brussels
APARTMENT;175000;0;41.0;Brussels
APARTMENT;185000;1;85.0;Brussels
APARTMENT;190000;1;56.0;Brussels
APARTMENT;210000;1;64.0;Brussels
APARTMENT;220000;1;68.0;Brussels
APARTMENT;239000;2;103.0;Brussels
APARTMENT;239000;2;98.0;Brussels
APARTMENT;245000;2;68.0;Brussels
APARTMENT;265000;2;90.0;Brussels
APARTMENT;299000;2;85.0;Brussels
APARTMENT;310000;1;68.0;Brussels
APARTMENT;310000;2;75.0;Brussels
APARTMENT;319000;2;;Brussels
APARTMENT;320000;2;90.0;Brussels
APARTMENT;325000;0;58.0;Brussels
APARTMENT;325000;2;71.0;Brussels
APARTMENT;345000;0;58.0;Brussels
APARTMENT;345000;1;81.0;Brussels
APARTMENT;384000;3;100.0;Brussels
APARTMENT;385000;3;173.0;Brussels
APARTMENT;415000;3;191.0;Brussels
APARTMENT;440000;2;156.0;Brussels
APARTMENT;440000;3;;Brussels
APARTMENT;445000;1;120.0;Brussels
APARTMENT;495000;2;116.0;Brussels
APARTMENT;600000;3;180.0;Brussels
APARTMENT;790000;2;177.0;Brussels
APARTMENT;790000;2;177.0;Brussels
APARTMENT;800000;3;;Brussels
APARTMENT;995000;4;379.0;Brussels
APARTMENT;445000;2;116.0;Brussels
APARTMENT;690000;3;180.0;Brussels
APARTMENT;465000;3;170.0;Brussels
APARTMENT;1590000;3;225.0;Brussels
APARTMENT;390000;3;115.0;Brussels
APARTMENT;554000;1;94.0;Brussels
APARTMENT;710000;3;142.0;Brussels
HOUSE;485000;5;200.0;Brussels
APARTMENT;515000;2;102.0;Brussels
HOUSE;325000;2;120.0;Brussels
HOUSE;325000;4;265.0;Brussels
HOUSE;399000;4;135.0;Brussels
HOUSE;420000;4;235.0;Brussels
HOUSE;495000;4;136.0;Brussels
HOUSE;560000;3;218.0;Brussels
HOUSE;645000;6;256.0;Brussels
HOUSE;650000;3;236.0;Brussels
HOUSE;690000;8;465.0;Brussels
HOUSE;695000;5;293.0;Brussels
HOUSE;795000;6;422.0;Brussels
HOUSE;825000;4;265.0;Brussels
HOUSE;990000;6;308.0;Brussels
HOUSE;1095000;6;435.0;Brussels
HOUSE;1150000;5;265.0;Brussels
HOUSE;1295000;5;270.0;Brussels
HOUSE;1790000;6;550.0;Brussels
HOUSE;1995000;5;563.0;Brussels
HOUSE;2150000;10;1200.0;Brussels
HOUSE;4600000;6;600.0;Brussels
HOUSE;549000;4;250.0;Brussels
APARTMENT;128000;0;31.0;Brussels
HOUSE;475000;4;228.0;Brussels
APARTMENT;650000;3;190.0;Brussels
APARTMENT;325000;1;71.0;Brussels
HOUSE;635000;4;310.0;Brussels
HOUSE;1400000;5;;Brussels
HOUSE;1400000;8;620.0;Brussels
APARTMENT;375000;1;82.0;Brussels
APARTMENT;259000;0;55.0;Brussels
HOUSE;895000;4;312.0;Brussels
APARTMENT;440000;2;100.0;Brussels
APARTMENT;125000;0;30.0;Brussels
APARTMENT;149000;1;45.0;Brussels
APARTMENT;155000;1;25.0;Brussels
APARTMENT;169000;1;40.0;Brussels
APARTMENT;175000;2;90.0;Brussels
APARTMENT;182000;1;65.0;Brussels
APARTMENT;185000;2;70.0;Brussels
APARTMENT;195000;1;;Brussels
APARTMENT;200000;2;86.0;Brussels
APARTMENT;209000;2;;Brussels
APARTMENT;220000;2;80.0;Brussels
APARTMENT;235000;2;97.0;Brussels
APARTMENT;259000;2;125.0;Brussels
APARTMENT;285000;2;;Brussels
APARTMENT;295000;2;102.0;Brussels
APARTMENT;305000;3;;Brussels
APARTMENT;305000;3;;Brussels
APARTMENT;345000;2;100.0;Brussels
APARTMENT;345000;3;90.0;Brussels
APARTMENT;370000;1;67.0;Brussels
APARTMENT;395000;2;99.0;Brussels
APARTMENT;398000;3;117.0;Brussels
APARTMENT;399000;2;96.0;Brussels
APARTMENT;399000;2;88.0;Brussels
APARTMENT;420000;1;103.0;Brussels
APARTMENT;472000;3;124.0;Brussels
APARTMENT;480000;2;83.0;Brussels
APARTMENT;495000;3;120.0;Brussels
APARTMENT;519000;2;105.0;Brussels
APARTMENT;526000;2;130.0;Brussels
APARTMENT;545000;2;144.0;Brussels
APARTMENT;595000;2;236.0;Brussels
APARTMENT;595000;3;175.0;Brussels
APARTMENT;645000;3;130.0;Brussels
APARTMENT;670000;4;192.0;Brussels
APARTMENT;745000;3;215.0;Brussels
APARTMENT;795000;3;;Brussels
APARTMENT;875000;2;;Brussels
APARTMENT;890000;3;218.0;Brussels
APARTMENT;695000;3;186.0;Brussels
HOUSE;1750000;0;550.0;Brussels
HOUSE;495000;4;198.0;Brussels
APARTMENT;349000;2;85.0;Brussels
APARTMENT;250000;2;110.0;Brussels
APARTMENT;250000;1;64.0;Brussels
APARTMENT;279000;0;56.0;Brussels
APARTMENT;550000;2;100.0;Brussels
APARTMENT;235000;1;50.0;Brussels
APARTMENT;235000;1;50.0;Brussels
APARTMENT;245000;1;75.0;Brussels
APARTMENT;295000;1;60.0;Brussels
HOUSE;490000;3;188.0;Brussels
HOUSE;335000;2;95.0;Brussels
HOUSE;369000;4;196.0;Brussels
HOUSE;385000;2;116.0;Brussels
HOUSE;400000;3;157.0;Brussels
HOUSE;400000;3;121.0;Brussels
HOUSE;430000;0;145.0;Brussels
HOUSE;449000;6;185.0;Brussels
HOUSE;549000;5;265.0;Brussels
HOUSE;550000;4;167.0;Brussels
HOUSE;640000;6;324.0;Brussels
HOUSE;1275000;6;275.0;Brussels
HOUSE;1285000;6;445.0;Brussels
HOUSE;1490000;5;350.0;Brussels
HOUSE;1590000;4;250.0;Brussels
HOUSE;1590000;4;537.0;Brussels
HOUSE;1650000;6;388.0;Brussels
HOUSE;1950000;4;300.0;Brussels
HOUSE;1959000;5;478.0;Brussels
HOUSE;1995000;5;550.0;Brussels
HOUSE;2195000;7;540.0;Brussels
HOUSE;2250000;7;476.0;Brussels
HOUSE;2490000;7;475.0;Brussels
HOUSE;2900000;6;465.0;Brussels
HOUSE;3300000;0;785.0;Brussels
HOUSE;3485000;4;539.0;Brussels
HOUSE;3500000;7;988.0;Brussels
HOUSE;6400000;27;1350.0;Brussels
HOUSE;6400000;27;1350.0;Brussels
HOUSE;749000;4;180.0;Brussels
APARTMENT;350000;1;69.0;Brussels
APARTMENT;199000;0;39.0;Brussels
HOUSE;485000;4;185.0;Brussels
HOUSE;395000;4;250.0;Brussels
HOUSE;825000;4;242.0;Brussels
APARTMENT;139000;1;62.0;Brussels
APARTMENT;215000;2;110.0;Brussels
HOUSE;875000;4;296.0;Brussels
APARTMENT;320000;2;98.0;Brussels
APARTMENT;145000;1;50.0;Brussels
APARTMENT;165000;1;60.0;Brussels
APARTMENT;195000;1;76.0;Brussels
APARTMENT;229000;2;70.0;Brussels
APARTMENT;245000;2;80.0;Brussels
APARTMENT;280000;1;;Brussels
APARTMENT;300000;1;42.0;Brussels
APARTMENT;335000;2;;Brussels
APARTMENT;340000;3;115.0;Brussels
APARTMENT;350000;2;90.0;Brussels
APARTMENT;375000;1;92.0;Brussels
APARTMENT;375000;2;107.0;Brussels
APARTMENT;375000;3;105.0;Brussels
APARTMENT;380000;1;88.0;Brussels
APARTMENT;385000;1;110.0;Brussels
APARTMENT;410000;3;126.0;Brussels
APARTMENT;410000;3;126.0;Brussels
APARTMENT;435000;2;144.0;Brussels
APARTMENT;495000;3;134.0;Brussels
APARTMENT;519000;2;105.0;Brussels
APARTMENT;649000;3;130.0;Brussels
APARTMENT;650000;3;175.0;Brussels
APARTMENT;685000;3;172.0;Brussels
APARTMENT;745000;3;200.0;Brussels
APARTMENT;800000;4;297.0;Brussels
APARTMENT;800000;3;170.0;Brussels
APARTMENT;895000;3;220.0;Brussels
APARTMENT;895000;3;220.0;Brussels
APARTMENT;940000;4;337.0;Brussels
APARTMENT;990000;4;203.0;Brussels
APARTMENT;995000;4;226.0;Brussels
APARTMENT;995000;3;206.0;Brussels
APARTMENT;1175000;4;250.0;Brussels
APARTMENT;1195000;3;195.0;Brussels
APARTMENT;1495000;3;254.0;Brussels
APARTMENT;1700000;3;200.0;Brussels
APARTMENT;1800000;2;375.0;Brussels
APARTMENT;2350000;3;386.0;Brussels
APARTMENT;135000;1;51.0;Brussels
APARTMENT;149500;1;52.0;Brussels
APARTMENT;225000;1;56.0;Brussels
APARTMENT;269000;1;55.0;Brussels
APARTMENT;269000;1;55.0;Brussels
APARTMENT;865000;3;220.0;Brussels
APARTMENT;1350000;2;184.0;Brussels
APARTMENT;230000;1;65.0;Brussels
APARTMENT;245000;2;115.0;Brussels
APARTMENT;358000;2;97.0;Brussels
HOUSE;300000;3;110.0;Brussels
HOUSE;339000;4;128.0;Brussels
HOUSE;349000;5;;Brussels
HOUSE;715000;7;322.0;Brussels
HOUSE;745000;6;280.0;Brussels
HOUSE;770000;6;280.0;Brussels
HOUSE;830000;5;270.0;Brussels
HOUSE;899000;4;240.0;Brussels
HOUSE;1090000;4;410.0;Brussels
HOUSE;1499000;10;470.0;Brussels
HOUSE;1990000;6;693.0;Brussels
HOUSE;2100000;4;219.0;Brussels
HOUSE;2490000;7;400.0;Brussels
HOUSE;3150000;7;600.0;Brussels
HOUSE;3500000;7;988.0;Brussels
HOUSE;3500000;5;700.0;Brussels
HOUSE;3700000;5;765.0;Brussels
HOUSE;3950000;7;850.0;Brussels
HOUSE;4600000;6;600.0;Brussels
APARTMENT;199000;2;83.0;Brussels
HOUSE;695000;4;210.0;Brussels
HOUSE;615000;7;249.0;Brussels
HOUSE;549000;5;255.0;Brussels
HOUSE;2000000;6;450.0;Brussels
APARTMENT;135000;1;35.0;Brussels
APARTMENT;189000;1;85.0;Brussels
APARTMENT;517500;3;124.0;Brussels
APARTMENT;1250000;2;185.0;Brussels
HOUSE;540000;3;;Brussels
APARTMENT;300000;2;75.0;Brussels
APARTMENT;360000;2;102.0;Brussels
APARTMENT;720000;2;150.0;Brussels
APARTMENT;285000;1;70.0;Brussels
HOUSE;725000;5;269.0;Brussels
APARTMENT;126000;0;37.0;Brussels
APARTMENT;127000;0;50.0;Brussels
APARTMENT;170000;0;46.0;Brussels
APARTMENT;170000;1;34.0;Brussels
APARTMENT;180000;1;17.0;Brussels
APARTMENT;189000;1;68.0;Brussels
APARTMENT;192000;2;109.0;Brussels
APARTMENT;205000;2;71.0;Brussels
APARTMENT;215000;2;95.0;Brussels
APARTMENT;215000;0;47.0;Brussels
APARTMENT;235000;2;108.0;Brussels
APARTMENT;239000;2;80.0;Brussels
APARTMENT;240000;2;72.0;Brussels
APARTMENT;249000;1;50.0;Brussels
APARTMENT;249000;2;86.0;Brussels
APARTMENT;249000;2;90.0;Brussels
APARTMENT;250000;4;110.0;Brussels
APARTMENT;260000;1;72.0;Brussels
APARTMENT;272500;3;108.0;Brussels
APARTMENT;279000;2;90.0;Brussels
APARTMENT;299000;3;96.0;Brussels
APARTMENT;315000;3;148.0;Brussels
APARTMENT;325000;2;103.0;Brussels
APARTMENT;325000;2;120.0;Brussels
APARTMENT;340000;2;81.0;Brussels
APARTMENT;345000;2;86.0;Brussels
APARTMENT;349000;2;95.0;Brussels
APARTMENT;360000;2;98.0;Brussels
APARTMENT;365000;1;57.0;Brussels
APARTMENT;399000;3;156.0;Brussels
APARTMENT;450000;2;112.0;Brussels
APARTMENT;459000;4;168.0;Brussels
APARTMENT;495000;3;128.0;Brussels
APARTMENT;595000;3;163.0;Brussels
APARTMENT;595000;1;215.0;Brussels
APARTMENT;595000;2;;Brussels
APARTMENT;650000;4;209.0;Brussels
APARTMENT;665000;3;140.0;Brussels
APARTMENT;800000;3;170.0;Brussels
APARTMENT;1200000;3;232.0;Brussels
APARTMENT;1880000;4;345.0;Brussels
APARTMENT;1900000;3;215.0;Brussels
HOUSE;1495000;6;800.0;Brussels
HOUSE;399000;4;150.0;Brussels
APARTMENT;179000;1;55.0;Brussels
APARTMENT;255000;2;94.0;Brussels
APARTMENT;125000;0;41.0;Brussels
HOUSE;970000;8;257.0;Brussels
APARTMENT;259000;1;55.0;Brussels
APARTMENT;259000;1;55.0;Brussels
APARTMENT;350995;1;;Brussels
APARTMENT;399000;2;85.0;Brussels
APARTMENT;449000;3;115.0;Brussels
APARTMENT;449000;3;115.0;Brussels
APARTMENT;459000;3;116.0;Brussels
APARTMENT;459000;3;116.0;Brussels
APARTMENT;826500;3;173.0;Brussels
HOUSE;300000;2;130.0;Brussels
HOUSE;422000;5;155.0;Brussels
HOUSE;520000;4;189.0;Brussels
HOUSE;549000;4;193.0;Brussels
HOUSE;549000;4;193.0;Brussels
HOUSE;595000;4;270.0;Brussels
HOUSE;725000;4;305.0;Brussels
HOUSE;750000;5;300.0;Brussels
HOUSE;799000;5;255.0;Brussels
HOUSE;945000;5;;Brussels
HOUSE;1150000;2;404.0;Brussels
HOUSE;1250000;4;180.0;Brussels
HOUSE;1250000;4;442.0;Brussels
HOUSE;1250000;4;442.0;Brussels
HOUSE;1300000;5;380.0;Brussels
HOUSE;1790000;6;380.0;Brussels
HOUSE;1959000;5;422.0;Brussels
HOUSE;1985000;5;390.0;Brussels
HOUSE;3950000;6;760.0;Brussels
HOUSE;4500000;6;700.0;Brussels
HOUSE;5950000;7;1300.0;Brussels
APARTMENT;170000;1;55.0;Brussels
APARTMENT;720000;3;200.0;Brussels
APARTMENT;490000;3;170.0;Brussels
APARTMENT;350000;3;106.0;Brussels
HOUSE;2350000;5;366.0;Brussels
APARTMENT;370000;3;107.0;Brussels
APARTMENT;435000;2;101.0;Brussels
HOUSE;465000;4;205.0;Brussels
APARTMENT;225000;2;85.0;Brussels
HOUSE;1050000;4;610.0;Brussels
HOUSE;740000;6;379.0;Brussels
HOUSE;1895000;5;385.0;Brussels
APARTMENT;735000;3;189.0;Brussels
HOUSE;1250000;4;208.0;Brussels
APARTMENT;249000;1;65.0;Brussels
APARTMENT;370000;2;107.0;Brussels
APARTMENT;275000;1;109.0;Brussels
APARTMENT;330000;1;65.0;Brussels
APARTMENT;145000;0;34.0;Brussels
APARTMENT;165000;0;35.0;Brussels
APARTMENT;185000;2;94.0;Brussels
